!SIL 1.0	sil
<UNK> 1.0	spn
दूनवासियों 1.0	d uu n w aa s i y oo q
गोढिया 1.0	g oo dxh i y aa
इम्तियाज 1.0	i m t i y aa j
सिमन्स 1.0	s i m a n s
श्रीयुत 1.0	sh r ii y u t
कहने 1.0	k a h n ee
कविताएं 1.0	k a w i t aa ee q
खिलौना 1.0	kh i l ou n aa
तालव्य 1.0	t aa l a w y
चिल्लाती 1.0	c i l l aa t ii
सम्प्रति 1.0	s a m p r a t i
डीम्ड 1.0	dx ii m dx
हज़ार 1.0	h a z aa r
क्रियारूप 1.0	k r i y aa r uu p
भैरवी 1.0	bh ei r w ii
बायां 1.0	b aa y aa q
कुद्दुशी 1.0	k u d d u sh ii
भूतों 1.0	bh uu t oo q
पेट्रीसिया 1.0	p ee tx r ii s i y aa
प्रवृति 1.0	p r w rq t i
टेलीफ़िल्म्स 1.0	tx ee l ii f i l m s
खरीदेंगी 1.0	kh a r ii d ee q g ii
खींचो 1.0	kh ii q c oo
सोची 1.0	s oo c ii
पीवीआर 1.0	p ii w ii aa r
भुनने 1.0	bh u n n ee
आखरी 1.0	aa kh r ii
प्रूफ 1.0	p r uu ph
टकटकी 1.0	tx a k a tx k ii
मदनी 1.0	m a d n ii
बचने 1.0	b a c n ee
भगीरथ 1.0	bh a g ii r a th
फर्मवेयर 1.0	ph a r m a w ee y a r
कॉन्फिडेंस 1.0	k ax n ph i dx ee q s
जिलेटिन 1.0	j i l ee tx i n
शारिका 1.0	sh aa r i k aa
श्रीगणेशमूर्ति 1.0	sh r ii g nx ee sh m uu r t i
क्रान्तिकारियों 1.0	k r aa n t i k aa r i y oo q
अंद्रा 1.0	a q d r aa
माग्र्रेट 1.0	m aa g r r ee tx
हसनबाग 1.0	h a s n a b aa g
बिछावन 1.0	b i ch aa w a n
आपस्तम्ब 1.0	aa p a s t a m b
ज्योतिष्मान 1.0	j y oo t i sx m aa n
भिखमंगों 1.0	bh i kh m a q g oo q
बेरोज़गारी 1.0	b ee r oo z g aa r ii
फर्टीड्रिल 1.0	ph a r tx ii dx r i l
वक्री 1.0	w a k r ii
रोवर्स 1.0	r oo w a r s
ठहाके 1.0	txh a h aa k ee
अमरीकाहार्वड 1.0	a m r ii k aa h aa r w a dx
आर्मस्ट्रांग 1.0	aa r m a s tx r aa q g
लोन 1.0	l oo n
मानस 1.0	m aa n a s
हरगिज 1.0	h a r g i j
वाली 1.0	w aa l ii
दंगों 1.0	d a q g oo q
विरोधाभासी 1.0	w i r oo dh aa bh aa s ii
डुएट 1.0	dx u ee tx
चराने 1.0	c a r aa n ee
अलिंदनिलयी 1.0	a l i q d a n i l y ii
जानबुझ 1.0	j aa n b u jh
नबाम 1.0	n a b aa m
खच्चर 1.0	kh a c c a r
विलक्षण 1.0	w i l a k sx a nx
कटआउट 1.0	k a tx a aa u tx
स्वाभािवक 1.0	s w aa bh aa i w a k
सद्गुणों 1.0	s a d g u nx oo q
स्टावरोपोल 1.0	s tx aa w r oo p oo l
फरमैट 1.0	ph a r m ei tx
रहनसहन 1.0	r a h n a s h a n
महादेवपुर 1.0	m a h aa d ee w p u r
जनस्वास्थय 1.0	j a n a s w aa s th a y
जीर्णोद्धार 1.0	j ii r nx oo d dh aa r
आईएफआईएन 1.0	aa ii ee ph a aa ii ee n
फाइटिंग 1.0	ph aa i tx i q g
प्रोद्यौगिकी 1.0	p r oo d y ou g i k ii
खड़िया 1.0	kh a dxq i y aa
मोहित 1.0	m oo h i t
डारमेट्री 1.0	dx aa r m ee tx r ii
लेव 1.0	l ee w
हिदू 1.0	h i d uu
रजनेश 1.0	r a j n ee sh
दशावतार 1.0	d a sh aa w t aa r
कोरेगाँव 1.0	k oo r ee g aa mq w
कुंडेश्वर 1.0	k u q dx ee sh w a r
मौद्रिक 1.0	m ou d r i k
अधिवृद्धि 1.0	a dh i w rq d dh i
मंदिरा 1.0	m a q d i r aa
चंद्रवाड़ 1.0	c a q d r a w aa dxq
भूलिएगा 1.0	bh uu l i ee g aa
साजिशों 1.0	s aa j i sh oo q
गोर्खा 1.0	g oo r kh aa
बाज़ार 1.0	b aa z aa r
छावनी 1.0	ch aa w n ii
रमीलान 1.0	r a m ii l aa n
बीमाधारकों 1.0	b ii m aa dh aa r k oo q
समीक्षाधीन 1.0	s a m ii k sx aa dh ii n
चाहेंगी 1.0	c aa h ee q g ii
ईई 1.0	ii ii
अभिनेत्री 1.0	a bh i n ee t r ii
मुकाबलों 1.0	m u k aa b l oo q
व्यापी 1.0	w y aa p ii
कीड़ो 1.0	k ii dxq oo
आॅकडो 1.0	aa ae k dx oo
मलिका 1.0	m a l i k aa
विद्यालय 1.0	w i d y aa l a y
मारा 1.0	m aa r aa
काश्तकारों 1.0	k aa sh t a k aa r oo q
ज्यादात 1.0	j y aa d aa t
ठहरेंगे 1.0	txh a h r ee q g ee
उपस्थिति 1.0	u p a s th i t i
ट्राइटन 1.0	tx r aa i tx a n
शु्रू 1.0	sh u r uu
चंद्रबल 1.0	c a q d r a b a l
अनुशासन 1.0	a n u sh aa s a n
एकरसता 1.0	ee k r a s t aa
कंटेम्पररी 1.0	k a q tx ee m p a r a r ii
सम्बन्ध 1.0	s a m b a n dh
पिपराइच 1.0	p i p r aa i c
रूख 1.0	r uu kh
प्लान 1.0	p l aa n
छिहत्तर 1.0	ch i h a t t a r
इशांत 1.0	i sh aa q t
गाय्त 1.0	g aa y t
काटकर 1.0	k aa tx k a r
दुग्धउद्योग 1.0	d u g dh a u d y oo g
हैंगआउट 1.0	h ei q g a aa u tx
लौकी 1.0	l ou k ii
हतास 1.0	h a t aa s
फल्गु 1.0	ph a l g u
धर्मग्रंथ 1.0	dh a r m a g r a q th
कालिंदी 1.0	k aa l i q d ii
पंटून 1.0	p a q tx uu n
एक्टिवा 1.0	ee k tx i w aa
काला 1.0	k aa l aa
धरनास्थल 1.0	dh a r n aa s th a l
बदलता 1.0	b a d a l t aa
रासुका 1.0	r aa s u k aa
पेनक्रियाज 1.0	p ee n a k r i y aa j
बिगाड़ें 1.0	b i g aa dxq ee q
बच्चो 1.0	b a c c oo
उभरते 1.0	u bh a r t ee
यक़ीन 1.0	y a kq ii n
उतरना 1.0	u t a r n aa
कुंद 1.0	k u q d
धंसी 1.0	dh a q s ii
उमादत्त 1.0	u m aa d a t t
चुनना 1.0	c u n n aa
बूट 1.0	b uu tx
पद्डिकल 1.0	p a d dx i k a l
बैकांक 1.0	b ei k aa q k
संवर्ग 1.0	s a q w a r g
मरीजो 1.0	m a r ii j oo
समय 1.0	s a m a y
अड़चनों 1.0	a dxq c a n oo q
सारणियों 1.0	s aa r nx i y oo q
झिर्री 1.0	jh i r r ii
झाँकनेवाला 1.0	jh aa mq k a n ee w aa l aa
कंपोजिट 1.0	k a q p oo j i tx
सूक्षम 1.0	s uu k sx a m
स्वात 1.0	s w aa t
पैरालंपिक 1.0	p ei r aa l a q p i k
सभ्यता 1.0	s a bh y a t aa
आरसीबी 1.0	aa r s ii b ii
मेमना 1.0	m ee m n aa
जतोग 1.0	j a t oo g
सिलीगुड़ी 1.0	s i l ii g u dxq ii
साइटों 1.0	s aa i tx oo q
मण्डल 1.0	m a nx dx a l
प्रीस्कूलर 1.0	p r ii s k uu l a r
गहोई 1.0	g a h oo ii
सबवे 1.0	s a b w ee
सीटो 1.0	s ii tx oo
जनसमूह 1.0	j a n a s m uu h
माउंटबेटन 1.0	m aa u q tx a b ee tx a n
खाँचा 1.0	kh aa mq c aa
मंदसौर 1.0	m a q d a s ou r
गाडि़यां 1.0	g aa dx i nk y aa q
दर्शोंको 1.0	d a r sh oo q k oo
प्रेशियस 1.0	p r ee sh i y a s
दफन 1.0	d a ph a n
आक्सब्रिज 1.0	aa k s a b r i j
बैचेनी 1.0	b ei c ee n ii
चोटें 1.0	c oo tx ee q
अय्यारी 1.0	a y y aa r ii
टंगुटूरि 1.0	tx a q g u tx uu r i
नोवा 1.0	n oo w aa
हाथापाई 1.0	h aa th aa p aa ii
महज़ 1.0	m a h a z
विकिपीडिया 1.0	w i k i p ii dx i y aa
ब्रह्म 1.0	b r a h m
झुलसाती 1.0	jh u l s aa t ii
अन्नदाताओं 1.0	a n n d aa t aa oo q
वक्ष 1.0	w a k sx
रुचियो 1.0	r u c i y oo
ब्रिकी 1.0	b r i k ii
उलियट 1.0	u l i y a tx
गहराने 1.0	g a h r aa n ee
स्क्रीम 1.0	s k r ii m
बज़नानी 1.0	b a z n aa n ii
रामचंद्रन 1.0	r aa m c a q d r a n
चुनौतियां 1.0	c u n ou t i y aa q
मौकेे 1.0	m ou k ee ee
मिलाग्रो 1.0	m i l aa g r oo
चल 1.0	c a l
मादाएं 1.0	m aa d aa ee q
खरीदेगा 1.0	kh a r ii d ee g aa
कंकरी 1.0	k a q k a r ii
उत्पादित 1.0	u t p aa d i t
बुलाई 1.0	b u l aa ii
खिलेश्वर 1.0	kh i l ee sh w a r
चेस्टों 1.0	c ee s tx oo q
छापे 1.0	ch aa p ee
सम्बंध 1.0	s a m b a q dh
आवर्धन 1.0	aa w a r dh a n
इंग्लैंड 1.0	i q g l ei q dx
अल्तुनिया 1.0	a l t u n i y aa
हुकुमचंद 1.0	h u k u m c a q d
मतभेदों 1.0	m a t bh ee d oo q
पूज 1.0	p uu j
मैक्कलम 1.0	m ei k k l a m
लोफर 1.0	l oo ph a r
रोकी 1.0	r oo k ii
हारून 1.0	h aa r uu n
नागम्मा 1.0	n aa g a m m aa
जयन्तिया 1.0	j a y a n t i y aa
सापेक्ष 1.0	s aa p ee k sx
कँपकपाने 1.0	k a mq p a k p aa n ee
अफ़ग़ान 1.0	a f gq aa n
स्तन 1.0	s t a n
क्रय 1.0	k r a y
बोधिसत्त्व 1.0	b oo dh i s a t t w
खुफ़िया 1.0	kh u f i y aa
हु 1.0	h u
पंचगंगा 1.0	p a q c a g a q g aa
जाती 1.0	j aa t ii
बाघविहीन 1.0	b aa gh w i h ii n
स्ताफस्की 1.0	s t aa ph a s k ii
फ्लिककार्ट 1.0	ph l i k k aa r tx
डोसा 1.0	dx oo s aa
रोडोडेंड्रॉन 1.0	r oo dx oo dx ee q dx r ax n
किड 1.0	k i dx
कजाखिस्तान 1.0	k a j aa kh i s t aa n
खूफिया 1.0	kh uu ph i y aa
यमदूतों 1.0	y a m d uu t oo q
डुअल 1.0	dx u a l
क्लीनियन 1.0	k l ii n i y a n
बोएर 1.0	b oo ee r
उभारना 1.0	u bh aa r n aa
मोटरसाईकिलों 1.0	m oo tx r a s aa ii k i l oo q
हृदयेश 1.0	h rq d y ee sh
लेखकलिसा 1.0	l ee kh k a l i s aa
सुझावों 1.0	s u jh aa w oo q
मानकपुर 1.0	m aa n k a p u r
राजीव 1.0	r aa j ii w
सेफर्ट 1.0	s ee ph a r tx
मेंडेस 1.0	m ee q dx ee s
हरिजनवाड़ा 1.0	h a r i j n a w aa dxq aa
अमरपुरा 1.0	a m a r p u r aa
डेनिम 1.0	dx ee n i m
रवीना 1.0	r a w ii n aa
गिप्पी 1.0	g i p p ii
सुगबुगाहट 1.0	s u g b u g aa h a tx
बिगाड़ी 1.0	b i g aa dxq ii
बटोरी 1.0	b a tx oo r ii
गोठान 1.0	g oo txh aa n
बाल्टियों 1.0	b aa l tx i y oo q
लघुगणक 1.0	l a gh u g nx a k
बक्सों 1.0	b a k s oo q
ब्राइटलैंड 1.0	b r aa i tx l ei q dx
स्वेद 1.0	s w ee d
क्लैरिनेट 1.0	k l ei r i n ee tx
रायटर्स 1.0	r aa y tx a r s
रागात्मक 1.0	r aa g aa t m a k
मिथक 1.0	m i th a k
माइकलसन 1.0	m aa i k l a s a n
तृकां 1.0	t rq k aa q
तुमरी 1.0	t u m r ii
महाद्वीपों 1.0	m a h aa d w ii p oo q
सुमनलता 1.0	s u m n a l t aa
एलबम 1.0	ee l b a m
बायोस्फियर 1.0	b aa y oo s ph i y a r
हेडबैंड 1.0	h ee dx b ei q dx
परम 1.0	p a r a m
मधुमक्खी 1.0	m a dh u m a k kh ii
पटकथाएं 1.0	p a tx k a th aa ee q
ममता 1.0	m a m t aa
हब्शी 1.0	h a b sh ii
इंडिया 1.0	i q dx i y aa
पिरामिड 1.0	p i r aa m i dx
ज़माना 1.0	z a m aa n aa
उपर्युक्त 1.0	u p a r y u k t
क्लॉथ 1.0	k l ax th
रोबोटिक 1.0	r oo b oo tx i k
कण्हपा 1.0	k a nx h a p aa
कोटा 1.0	k oo tx aa
आफिसों 1.0	aa ph i s oo q
शक्तिपीठ 1.0	sh a k t i p ii txh
कन्या 1.0	k a n y aa
डालती 1.0	dx aa l t ii
निंबालकर 1.0	n i q b aa l k a r
पहलगाम 1.0	p a h a l g aa m
दलीलोंसे 1.0	d a l ii l oo q s ee
प्रतिआक्सीकारकों 1.0	p r t i aa k s ii k aa r k oo q
वैदर्भी 1.0	w ei d a r bh ii
लैड 1.0	l ei dx
जल्द 1.0	j a l d
किसानी 1.0	k i s aa n ii
स्ट्रिक्ट 1.0	s tx r i k tx
समतलों 1.0	s a m t a l oo q
निषेधाज्ञा 1.0	n i sx ee dh aa j nj aa
नमस्कार 1.0	n a m a s k aa r
आदिदेव 1.0	aa d i d ee w
ताशाउज़ 1.0	t aa sh aa u z
शेरा 1.0	sh ee r aa
लहराया 1.0	l a h r aa y aa
देखादेखी 1.0	d ee kh aa d ee kh ii
उगाही 1.0	u g aa h ii
सेन्ट्रल 1.0	s ee n tx r a l
तटस्थ 1.0	t a tx a s th
पारधी 1.0	p aa r dh ii
मुकाबाले 1.0	m u k aa b aa l ee
स्कॉर्पियो 1.0	s k ax r p i y oo
उँची 1.0	u mq c ii
जॉन्स 1.0	j ax n s
सरोजिनी 1.0	s a r oo j i n ii
अड्डों 1.0	a dx dx oo q
कालीनाथ 1.0	k aa l ii n aa th
बैलेंस्ड 1.0	b ei l ee q s dx
बंधा 1.0	b a q dh aa
रचनाकार 1.0	r a c n aa k aa r
वायुरोधी 1.0	w aa y u r oo dh ii
पावंटा 1.0	p aa w a q tx aa
एसीसफाम 1.0	ee s ii s ph aa m
ईक्वाडोर 1.0	ii k w aa dx oo r
बलूनी 1.0	b a l uu n ii
बैड 1.0	b ei dx
हेरोद 1.0	h ee r oo d
चकबिहारी 1.0	c a k b i h aa r ii
घाना 1.0	gh aa n aa
सनंद 1.0	s a n a q d
मस्क 1.0	m a s k
मठाधीशों 1.0	m a txh aa dh ii sh oo q
ऐल्बिनिज़म 1.0	ei l b i n i z a m
सर्वज्ञ 1.0	s a r w a j nj
महाविधालय 1.0	m a h aa w i dh aa l a y
दिगंत 1.0	d i g a q t
ड्रायफ्रूट्स 1.0	dx r aa y a ph r uu tx s
शिवानी 1.0	sh i w aa n ii
त्रोटकाचार्य 1.0	t r oo tx k aa c aa r y
दीपिका 1.0	d ii p i k aa
स्पॉन्गिंग 1.0	s p ax n g i q g
पेचीदगी 1.0	p ee c ii d g ii
प्रयोगशाला 1.0	p r y oo g sh aa l aa
ईंटनिर्मित 1.0	ii q tx a n i r m i t
स्वीकारे 1.0	s w ii k aa r ee
भीमेहमानों 1.0	bh ii m ee h m aa n oo q
मकाउ 1.0	m a k aa u
टेरिजा 1.0	tx ee r i j aa
कसाव 1.0	k a s aa w
लानक 1.0	l aa n a k
खंडूरी 1.0	kh a q dx uu r ii
ज़िरो 1.0	z i r oo
प्रज्ञान 1.0	p r a j nj aa n
तुला 1.0	t u l aa
भरपुर 1.0	bh a r p u r
मेकर 1.0	m ee k a r
रखूंगा 1.0	r a kh uu q g aa
हरिकृष्णा 1.0	h a r i k rq sx nx aa
भागीदारी 1.0	bh aa g ii d aa r ii
मिष्ठान 1.0	m i sx txh aa n
जश्न 1.0	j a sh n
बेस्ड 1.0	b ee s dx
किरनी 1.0	k i r n ii
चरानेवाले 1.0	c a r aa n ee w aa l ee
ऐयार 1.0	ei y aa r
मेलार्थियों 1.0	m ee l aa r th i y oo q
श्रोत्र 1.0	sh r oo t r
कीमतों 1.0	k ii m t oo q
फ़्रेमयुक्त 1.0	f r ee m y u k t
फ्लेक्सी 1.0	ph l ee k s ii
हनी 1.0	h a n ii
लॉक 1.0	l ax k
डाला 1.0	dx aa l aa
तबाह 1.0	t a b aa h
प्रतिवर्तनीय 1.0	p r t i w a r t a n ii y
पैरों 1.0	p ei r oo q
क्रिसपिन 1.0	k r i s p i n
सुरंगों 1.0	s u r a q g oo q
व्यंजना 1.0	w y a q j a n aa
ऍचटीसी 1.0	ae c tx ii s ii
भुंतर 1.0	bh u q t a r
मंगेश 1.0	m a q g ee sh
ओपन 1.0	oo p a n
पशओं 1.0	p a sh a oo q
पलटने 1.0	p a l tx a n ee
गरमाने 1.0	g a r m aa n ee
गोपेश्वर 1.0	g oo p ee sh w a r
फित्सनुलोक 1.0	ph i t s a n u l oo k
बढ़चढ़ 1.0	b a dxhq c a dxhq
परेशानियां 1.0	p a r ee sh aa n i y aa q
काव्यों 1.0	k aa w y oo q
शख़्सियत 1.0	sh a khq s i y a t
आजमा 1.0	aa j m aa
कम्युनिस्टों 1.0	k a m y u n i s tx oo q
अविश्वास 1.0	a w i sh w aa s
भुज 1.0	bh u j
शर्मशार 1.0	sh a r m a sh aa r
अहेरी 1.0	a h ee r ii
भेड़ 1.0	bh ee dxq
चकमा 1.0	c a k m aa
कोसने 1.0	k oo s n ee
ट्वीट 1.0	tx w ii tx
भरठियाण 1.0	bh a r txh i y aa nx
हैलाइड 1.0	h ei l aa i dx
नरमे 1.0	n a r m ee
तेग 1.0	t ee g
अकील 1.0	a k ii l
डुबोएं 1.0	dx u b oo ee q
थायरॉइड 1.0	th aa y r ax i dx
कोडरा 1.0	k oo dx r aa
उत्तरार्द्ध 1.0	u t t r aa r d dh
लक्ष्मीधर 1.0	l a k sx m ii dh a r
रचनाशीलता 1.0	r a c n aa sh ii l t aa
रतिया 1.0	r a t i y aa
एग्ज़िट 1.0	ee g z i tx
सौवें 1.0	s ou w ee q
डॉआमिर 1.0	dx ax aa m i r
बजा 1.0	b a j aa
जनलोक 1.0	j a n l oo k
कूलपैड 1.0	k uu l p ei dx
प्राकट्य 1.0	p r aa k a tx y
बिजलीघर 1.0	b i j l ii gh a r
लॉर्डे 1.0	l ax r dx ee
खेवङा 1.0	kh ee w ng aa
कोनवे 1.0	k oo n w ee
लखानी 1.0	l a kh aa n ii
फैसलों 1.0	ph ei s l oo q
संघन 1.0	s a q gh a n
शेनी 1.0	sh ee n ii
संकर 1.0	s a q k a r
वैशाली 1.0	w ei sh aa l ii
गर्म 1.0	g a r m
मिलिट्री 1.0	m i l i tx r ii
ज्ञाताओं 1.0	j nj aa t aa oo q
ज्ञानमाजरा 1.0	j nj aa n m aa j r aa
बलोच 1.0	b a l oo c
आरेख 1.0	aa r ee kh
बल्कपेट 1.0	b a l k a p ee tx
इलूशन 1.0	i l uu sh a n
संस्थानों 1.0	s a q s th aa n oo q
उठेगा 1.0	u txh ee g aa
स्टेरिलिटी 1.0	s tx ee r i l i tx ii
चलचित 1.0	c a l c i t
